"time_horizon","mean_car","car_95","cvar_95","method","car_95_kg","mean_car_kg"
44,0.422883249800585,0.542610223525582,0.56803706085911,"Empirical resampling",542.610223525582,422.883249800585
45,0.426738200268917,0.545898852448475,0.570223331640798,"Empirical resampling",545.898852448475,426.738200268917
46,0.430847726656494,0.546629433804276,0.572484937655435,"Empirical resampling",546.629433804276,430.847726656494
47,0.434967810961204,0.551421758432244,0.577754067186992,"Empirical resampling",551.421758432244,434.967810961204
48,0.438676005300231,0.553561712048264,0.579845835365615,"Empirical resampling",553.561712048264,438.676005300231
49,0.442510220376143,0.554739277632932,0.581635134292269,"Empirical resampling",554.739277632932,442.510220376143
50,0.446145210570067,0.560960443037123,0.58468690072583,"Empirical resampling",560.960443037123,446.145210570067
51,0.449816445886833,0.563290920949463,0.590427763544262,"Empirical resampling",563.290920949463,449.816445886833
52,0.453873623149699,0.568360805450473,0.593344150428282,"Empirical resampling",568.360805450473,453.873623149699
53,0.457136142078072,0.57274346334775,0.596696374077039,"Empirical resampling",572.74346334775,457.136142078072
54,0.460549656197067,0.576306295365646,0.60127183806588,"Empirical resampling",576.306295365646,460.549656197067
55,0.463457315746755,0.576388955221258,0.602397156451159,"Empirical resampling",576.388955221258,463.457315746755
56,0.466598499653091,0.577540468332627,0.60196036422068,"Empirical resampling",577.540468332627,466.598499653091
57,0.469357533430428,0.579784401151722,0.603636663685531,"Empirical resampling",579.784401151722,469.357533430428
58,0.472120094033525,0.580206118823342,0.603994825311758,"Empirical resampling",580.206118823342,472.120094033525
59,0.475157750228155,0.58315218844405,0.607919238833125,"Empirical resampling",583.15218844405,475.157750228155
60,0.478246676802857,0.586990929017369,0.611179162767052,"Empirical resampling",586.990929017369,478.246676802857
61,0.480961938989878,0.588069795222151,0.613555360031027,"Empirical resampling",588.069795222151,480.961938989878
62,0.483135013139095,0.590227666058975,0.614220610374817,"Empirical resampling",590.227666058975,483.135013139095
63,0.485603181995529,0.593163402652295,0.617739851227818,"Empirical resampling",593.163402652295,485.603181995529
64,0.487545052684134,0.595527578256068,0.619820547727824,"Empirical resampling",595.527578256068,487.545052684134
65,0.490103502514754,0.596862567147036,0.620658375249515,"Empirical resampling",596.862567147036,490.103502514754
66,0.492508151677741,0.597138640600659,0.623787271774807,"Empirical resampling",597.138640600659,492.508151677741
67,0.495554259444486,0.599075432992846,0.625820219101347,"Empirical resampling",599.075432992846,495.554259444486
68,0.49745859927318,0.602869446075962,0.628990289879991,"Empirical resampling",602.869446075962,497.45859927318
69,0.499843446197858,0.603936391681048,0.631557248570505,"Empirical resampling",603.936391681048,499.843446197858
70,0.502225195670555,0.608159896046662,0.633646531839931,"Empirical resampling",608.159896046662,502.225195670555
71,0.503924942381596,0.60910966611851,0.63572402491778,"Empirical resampling",609.10966611851,503.924942381596
72,0.505456962928058,0.608818963566345,0.634759650997207,"Empirical resampling",608.818963566345,505.456962928058
73,0.507202501306857,0.610936559739524,0.636403572651989,"Empirical resampling",610.936559739524,507.202501306857
74,0.508850883412443,0.610033339801551,0.635132367386532,"Empirical resampling",610.033339801551,508.850883412443
75,0.510845144934443,0.612041824977297,0.637054666957302,"Empirical resampling",612.041824977297,510.845144934443
76,0.512739811299073,0.615818075071455,0.639538810128649,"Empirical resampling",615.818075071455,512.739811299073
77,0.514895836608201,0.618123964653895,0.642203798196407,"Empirical resampling",618.123964653895,514.895836608201
78,0.516741237619288,0.619388668014144,0.644463042111766,"Empirical resampling",619.388668014144,516.741237619288
79,0.517973509414938,0.619853999970749,0.644357815435959,"Empirical resampling",619.853999970749,517.973509414938
80,0.519921702499228,0.621231467012071,0.646072165908393,"Empirical resampling",621.231467012071,519.921702499228
81,0.521760320485349,0.624522755492582,0.648683775650739,"Empirical resampling",624.522755492582,521.760320485349
82,0.523755822932175,0.627093014151234,0.650056839503728,"Empirical resampling",627.093014151234,523.755822932175
83,0.525199796907101,0.626705049988117,0.650785573461804,"Empirical resampling",626.705049988117,525.199796907101
