region,spec,window,horizon,mean_loss,car_95,car_99
California,gradual,2017-25,61,555.765136541233,646.9964853141851,681.827020108702
California,gradual,2017-25,62,559.1401244570058,650.8676044102557,686.9744509425551
California,gradual,2017-25,63,562.5852576161276,651.7688753991811,689.8133388963269
California,gradual,2017-25,64,566.0025560635343,655.049379072381,691.0434226013779
California,gradual,2017-25,65,569.1682300048104,657.6780213184562,690.7186397195343
California,gradual,2017-25,66,572.2134553391343,660.3316440554462,695.0825987539495
California,gradual,2017-25,67,575.2967404197622,664.2068381552774,703.3308156432645
California,gradual,2017-25,68,578.1551650856984,667.9705824926102,700.20455959817
California,gradual,2017-25,69,581.3342635295032,669.1231817115904,703.8457734646727
California,gradual,2017-25,70,584.2727880002008,672.2020905488514,704.2467280993372
California,gradual,2017-25,71,587.2297435873478,674.7117055338695,705.9684925657072
California,gradual,2017-25,72,590.3406824787762,677.1872239928528,710.739816647035
California,gradual,2017-25,73,592.8035823497743,679.401269911816,712.4411425625901
California,gradual,2017-25,74,595.3630935827033,680.725673507707,714.0877954516984
California,gradual,2017-25,75,598.3772042461102,683.2065064536305,715.5596567838278
California,gradual,2017-25,76,600.5834718131807,685.4677555961154,717.494193752403
California,gradual,2017-25,77,603.0991582810676,689.6908602268345,719.7362505655939
California,gradual,2017-25,78,605.5188253673908,689.519904221933,725.0454356937857
California,gradual,2017-25,79,608.0910352211095,691.4338979770941,724.184629353648
California,gradual,2017-25,80,610.8479437941278,694.3577988608088,724.3923702113029
California,gradual,2017-25,81,613.3269047449409,695.56699457059506,726.1636813288732
California,gradual,2017-25,82,615.4535007340487,699.473006447875,726.2761002058286
California,gradual,2017-25,83,617.4972886704709,699.2126700553664,730.6662687705959
California,gradual,2017-25,84,619.8298189661984,701.9553622588745,731.7008566549075
California,gradual,2017-25,85,622.0316982940968,703.4284143414282,734.597723840388
California,gradual,2017-25,86,624.4048977528153,705.7048271764679,737.5209470837069
California,gradual,2017-25,87,626.5115459986968,707.2265468220864,737.1060149003436
California,gradual,2017-25,88,628.5743327271757,709.1086238183732,740.9381998264594
California,gradual,2017-25,89,630.749370424352,711.3990314537951,742.5359106271586
California,gradual,2017-25,90,632.9086912827245,713.8688967338104,739.9555594303548
California,gradual,2017-25,91,634.9167369695098,715.08862001982925,743.2512984232659
California,gradual,2017-25,92,636.8831606444596,718.163450303282,745.9593966617629
California,gradual,2017-25,93,638.6965896539522,719.284714243773,748.7120255945301
California,gradual,2017-25,94,640.4201209602825,721.0019192054815,749.4667099957944
California,gradual,2017-25,95,642.3753411829694,722.9021375826292,751.0123131465133
California,gradual,2017-25,96,644.3449126513353,724.085756963451,749.0069028948682
California,gradual,2017-25,97,645.7845912214306,725.6347854389559,754.0761623981074
California,gradual,2017-25,98,647.3718209316476,725.538885421124,753.9055255436539
California,gradual,2017-25,99,649.4850995250334,727.8119741443028,755.7314198566222
California,gradual,2017-25,100,651.4845519227484,727.4686932616017,755.468283528549
California,gradual,2017-25,101,653.4630923161347,728.7278304554998,757.8830655040712
California,gradual,2017-25,102,655.2514514988252,730.6114387409862,759.5584338180154
California,gradual,2017-25,103,657.1773370654317,733.4108997250509,764.5781998327353
California,gradual,2017-25,104,658.9423656393828,734.3003424499547,765.7587390044149
California,gradual,2017-25,105,660.482028512296,735.9682997186092,765.2321600609753
California,gradual,2017-25,106,662.1159113639228,737.9653205477653,764.0984125442518
California,gradual,2017-25,107,663.7548892077116,738.6007281988532,766.4408568200852
California,gradual,2017-25,108,665.5516310641169,742.3844840500487,769.2157466584948
California,gradual,2017-25,109,667.036387840659,742.7563720472707,771.2223660225042
California,gradual,2017-25,110,668.6905134833061,744.9897633959667,772.9772966163101
California,gradual,2017-25,111,670.1904120971458,746.753936961173,773.7646799943335
California,gradual,2017-25,112,671.850985781021,746.7397759938812,773.8340598197435
California,gradual,2017-25,113,673.7867347611608,747.3962057962156,778.3607272412049
California,gradual,2017-25,114,675.6823157575212,749.8626143215672,778.5596172269463
California,gradual,2017-25,115,677.0101672696077,751.2083319000071,779.8063370756515
California,gradual,2017-25,116,678.6666237579317,753.3612705108189,781.4698081915103
California,gradual,2017-25,117,680.3506142813794,754.5455378289961,782.2728138417664
California,gradual,2017-25,118,681.7743157659511,755.1236983334154,783.6391598360623
California,gradual,2017-25,119,683.3008449021049,757.0986411955944,784.6122246426169
California,gradual,2017-25,120,685.0850577631319,758.9591754058894,787.0566700033163
California,gradual,2017-25,121,686.5380355777553,759.3890681062537,784.711503467563
California,gradual,2017-25,122,688.2079003107797,760.6319209019255,789.4308199997456
California,gradual,2017-25,123,689.1302255946008,761.9794247316596,788.8020821963196
California,gradual,2017-25,124,690.5581332040214,762.6312757493014,787.0117147696376
California,gradual,2017-25,125,691.7872640158912,764.5479920823791,789.699349678995
California,gradual,2017-25,126,693.2915632000819,765.4032433765093,791.5874959874172
California,gradual,2017-25,127,694.6838697440338,766.5142901414918,791.9125542405554
California,gradual,2017-25,128,696.1238437430981,767.0368715233961,795.2519448021848
California,gradual,2017-25,129,697.5334916245423,768.2141337311555,794.3335744725819
California,gradual,2017-25,130,698.9869965138812,771.0370411914369,793.8728887740672
California,gradual,2017-25,131,700.6549647932679,771.9592679844774,796.3338930499929
California,gradual,2017-25,132,701.960894930366,772.4879202592525,798.168526185143
California,gradual,2017-25,133,703.5150519598981,773.3041348532596,801.4630642255875
California,gradual,2017-25,134,704.8704729906459,774.1691773367371,803.2971459602511
California,gradual,2017-25,135,706.4572823553073,774.6927211767278,803.528021595632
California,gradual,2017-25,136,707.8580685929875,776.5076479947636,806.643939517525
California,gradual,2017-25,137,709.0324833155071,777.5891709383692,805.6648628082344
California,gradual,2017-25,138,710.1508939953262,778.6136544972703,805.2281596568515
California,gradual,2017-25,139,711.2501210424571,779.4394041048157,806.6224689232291
California,gradual,2017-25,140,712.4314507440903,780.8690061332885,809.3315072304781
California,gradual,2017-25,141,713.8712364759233,783.3536286073763,807.4214168473789
California,gradual,2017-25,142,715.1785772404972,784.2626586226717,808.0932426007138
California,gradual,2017-25,143,716.5156868766954,784.1375607360192,807.4849070754562
California,gradual,2017-25,144,717.8989774671028,784.2284095789108,810.2330955906843
California,gradual,2017-25,145,719.5595004044162,786.2113776742315,813.0729787151753
California,gradual,2017-25,146,720.9338131900282,788.1899906078506,812.5549880152456
California,gradual,2017-25,147,722.3264559478002,789.5473751532255,813.8415639532476
California,gradual,2017-25,148,723.9059374499947,790.3845030664501,815.700433032105
California,gradual,2017-25,149,725.1585734505456,791.4856747415729,817.5450204828985
California,gradual,2017-25,150,726.3286293966053,792.4845340160489,820.5995990421261
California,gradual,2017-25,151,727.4642801227274,793.2113970113418,816.4968750119566
California,gradual,2017-25,152,728.7341809566138,795.6998378578155,817.095220660457
California,gradual,2017-25,153,729.9058303488239,795.5284653793552,818.8498285485568
California,gradual,2017-25,154,731.3345291287917,797.8121340879201,820.2358141051974
California,gradual,2017-25,155,732.6012900719062,798.6376720509434,820.9485323990231
California,gradual,2017-25,156,733.56856031546,798.8128940694803,823.2099574637687
California,gradual,2017-25,157,734.7109495029172,799.1830256696036,821.3623528839237
California,gradual,2017-25,158,736.1850333691439,801.6104816613935,825.1167973926566
California,gradual,2017-25,159,737.5732131486506,802.9331771928244,824.9383290094845
California,gradual,2017-25,160,738.7119969437795,803.9265617465212,827.5172988387276
California,gradual,2017-25,161,739.7623672256992,805.801350845088,828.1883594710976
California,gradual,2017-25,162,740.9934385130529,805.6950680464531,832.5846423497966
California,gradual,2017-25,163,742.1355685664261,808.1096973339963,831.7750208364764
California,gradual,2017-25,164,743.2102215385885,809.7525794727205,830.3359508276171
California,gradual,2017-25,165,744.2314758975878,809.2175582400242,833.079469002237
California,gradual,2017-25,166,745.3122334567972,809.727782679395,833.3127865501501
California,gradual,2017-25,167,745.9784127942762,812.0576836337531,834.2948237729206
California,gradual,2017-25,168,747.0441857439862,812.1768168296097,835.0031765004474
California,gradual,2017-25,169,748.2188857868692,812.7244054000744,835.8339231442346
California,gradual,2017-25,170,749.5265906115719,813.6829032475167,840.2466975230891
California,gradual,2017-25,171,750.4342282825523,814.33816646929,842.0647290629926
California,gradual,2017-25,172,751.4424102910748,814.8794703116529,840.6465735705907
California,gradual,2017-25,173,752.7197216700405,815.8172523307412,842.0200777349698
California,gradual,2017-25,174,753.7884929217274,817.7832199858277,843.2173153834358
California,gradual,2017-25,175,754.9627422126778,818.8405515930199,841.6406477335615
California,gradual,2017-25,176,756.3637125986138,820.1451621984005,841.6367666484792
California,gradual,2017-25,177,757.5016922901929,820.8525916364916,841.5918648184967
California,gradual,2017-25,178,758.8689876305918,820.8874671123359,842.006606887838
California,gradual,2017-25,179,759.5640659163599,821.0023505362489,842.8002494135734
California,gradual,2017-25,180,760.9482881779767,822.5405645000039,845.7697216346256
California,gradual,2017-25,181,761.8605606366787,824.1329238453206,847.5924928363056
California,gradual,2017-25,182,762.7167113848719,824.8814834535287,847.068900764706
California,gradual,2017-25,183,763.3748377748918,825.7719193238297,847.0656897789315
California,gradual,2017-25,184,764.6232993243926,826.7170489104669,848.3300655804043
California,gradual,2017-25,185,765.5000501394848,826.4992107885371,850.2547377142633
California,gradual,2017-25,186,766.2268462333203,827.4322005732689,849.7522138457913
California,gradual,2017-25,187,767.3427882805519,828.0378928958372,848.1776143742098
California,gradual,2017-25,188,768.2466574141243,828.9459513547235,849.626820555039
California,gradual,2017-25,189,769.382084052429,830.1781229150005,850.622394616798
California,gradual,2017-25,190,770.4842474427109,830.5018030001785,850.70134570061
California,gradual,2017-25,191,771.5019055356245,832.0364811259786,854.9891227128766
California,gradual,2017-25,192,772.5617909582437,832.9970053373335,854.8891533497377
California,gradual,2017-25,193,773.7242122482309,833.236040975605,857.3331980763078
California,gradual,2017-25,194,774.9234558015065,834.9529774765534,858.910219983265
California,gradual,2017-25,195,775.72865446027,835.6212824513991,856.883464243847
California,gradual,2017-25,196,776.6148990341977,836.4830031320344,859.1500219850775
California,gradual,2017-25,197,777.3688532484995,837.2576391761304,857.5087801102347
California,gradual,2017-25,198,778.1843742998229,837.7942627729731,858.6561373104573
California,gradual,2017-25,199,779.6184113886912,839.5633396109628,858.4484338882266
California,gradual,2017-25,200,780.5763662398664,839.8215123362683,860.2937836423541
California,absorbing,Full record (2001-25),0,0,0,0
California,absorbing,Full record (2001-25),1,20.630886512253518,73.63255264960378,113.18372386571274
California,absorbing,Full record (2001-25),2,41.98564262549061,120.25535261437325,177.53386754249956
California,absorbing,Full record (2001-25),3,60.70068057647566,145.94192900531957,228.41199833014514
California,absorbing,Full record (2001-25),4,79.79198873122654,175.69356763195472,1000
California,absorbing,Full record (2001-25),5,97.13093491264695,195.827595580679,1000
California,absorbing,Full record (2001-25),6,113.75135170757994,222.82776134778385,1000
California,absorbing,Full record (2001-25),7,130.13030200270748,245.75581824599004,1000
California,absorbing,Full record (2001-25),8,146.51927560847287,266.8602996706889,1000
California,absorbing,Full record (2001-25),9,163.430635969976,286.54377613882184,1000
California,absorbing,Full record (2001-25),10,177.51903540229108,309.78853444799284,1000
California,absorbing,Full record (2001-25),11,192.6143245406773,324.09072967092624,1000
California,absorbing,Full record (2001-25),12,206.25609039792297,341.3530835786659,1000
California,absorbing,Full record (2001-25),13,219.39994028035488,353.7289391747435,1000
California,absorbing,Full record (2001-25),14,232.39206966647566,375.76694208304883,1000
California,absorbing,Full record (2001-25),15,244.08342001427496,387.612204367102,1000
California,absorbing,Full record (2001-25),16,255.97448475576812,403.9569945515862,1000
California,absorbing,Full record (2001-25),17,267.8013337526485,420.13760683679465,1000
California,absorbing,Full record (2001-25),18,279.7849397450127,435.1604726645132,1000
California,absorbing,Full record (2001-25),19,290.0318700038112,452.2735472535857,1000
California,absorbing,Full record (2001-25),20,301.6124441459808,474.08712631671835,1000
California,absorbing,Full record (2001-25),21,312.25873494729643,507.7155416157766,1000
California,absorbing,Full record (2001-25),22,323.0067836026122,1000,1000
California,absorbing,Full record (2001-25),23,333.4449350739945,1000,1000
California,absorbing,Full record (2001-25),24,341.9128833493889,1000,1000
California,absorbing,Full record (2001-25),25,350.7268488627806,1000,1000
California,absorbing,Full record (2001-25),26,359.19289525407214,1000,1000
California,absorbing,Full record (2001-25),27,368.1141755011971,1000,1000
California,absorbing,Full record (2001-25),28,376.81015734921937,1000,1000
California,absorbing,Full record (2001-25),29,384.8847701155946,1000,1000
California,absorbing,Full record (2001-25),30,392.97323066185896,1000,1000
California,absorbing,Full record (2001-25),31,399.854755400781,1000,1000
California,absorbing,Full record (2001-25),32,407.51683846384117,1000,1000
California,absorbing,Full record (2001-25),33,415.1340557574665,1000,1000
California,absorbing,Full record (2001-25),34,422.685069848402,1000,1000
California,absorbing,Full record (2001-25),35,429.23634101516075,1000,1000
California,absorbing,Full record (2001-25),36,434.77790290974315,1000,1000
California,absorbing,Full record (2001-25),37,441.98663314806055,1000,1000
California,absorbing,Full record (2001-25),38,447.38423065254113,1000,1000
California,absorbing,Full record (2001-25),39,453.37627968065993,1000,1000
California,absorbing,Full record (2001-25),40,458.9376231461716,1000,1000
California,absorbing,Full record (2001-25),41,464.6963150214073,1000,1000
California,absorbing,Full record (2001-25),42,469.7174774981604,1000,1000
California,absorbing,Full record (2001-25),43,474.8326877578313,1000,1000
California,absorbing,Full record (2001-25),44,480.33517446468187,1000,1000
California,absorbing,Full record (2001-25),45,485.410372508363,1000,1000
California,absorbing,Full record (2001-25),46,490.0417269524555,1000,1000
California,absorbing,Full record (2001-25),47,494.6995690521615,1000,1000
California,absorbing,Full record (2001-25),48,499.7342652407873,1000,1000
California,absorbing,Full record (2001-25),49,504.87358009725915,1000,1000
California,absorbing,Full record (2001-25),50,509.0711252791762,1000,1000
California,absorbing,Full record (2001-25),51,512.9847000670209,1000,1000
California,absorbing,Full record (2001-25),52,517.021700149408,1000,1000
California,absorbing,Full record (2001-25),53,521.857035790471,1000,1000
California,absorbing,Full record (2001-25),54,525.3884770836125,1000,1000
California,absorbing,Full record (2001-25),55,528.8495887210621,1000,1000
California,absorbing,Full record (2001-25),56,532.979210603294,1000,1000
California,absorbing,Full record (2001-25),57,536.81924664998985,1000,1000
California,absorbing,Full record (2001-25),58,541.0054605308311,1000,1000
California,absorbing,Full record (2001-25),59,544.1536256736676,1000,1000
California,absorbing,Full record (2001-25),60,547.3371979414876,1000,1000
California,absorbing,Full record (2001-25),61,550.3442373118859,1000,1000
California,absorbing,Full record (2001-25),62,554.1925194014444,1000,1000
California,absorbing,Full record (2001-25),63,557.3512491151336,1000,1000
California,absorbing,Full record (2001-25),64,562.0942147199071,1000,1000
California,absorbing,Full record (2001-25),65,565.2325571327046,1000,1000
California,absorbing,Full record (2001-25),66,568.7251914262561,1000,1000
California,absorbing,Full record (2001-25),67,571.3276067563152,1000,1000
California,absorbing,Full record (2001-25),68,574.4056556571358,1000,1000
California,absorbing,Full record (2001-25),69,576.9463508015343,1000,1000
California,absorbing,Full record (2001-25),70,579.5614324352923,1000,1000
California,absorbing,Full record (2001-25),71,581.9765003581315,1000,1000
California,absorbing,Full record (2001-25),72,584.3987854448103,1000,1000
California,absorbing,Full record (2001-25),73,586.8923328697582,1000,1000
California,absorbing,Full record (2001-25),74,589.3504589430675,1000,1000
California,absorbing,Full record (2001-25),75,591.8603547458206,1000,1000
California,absorbing,Full record (2001-25),76,594.3035315117496,1000,1000
California,absorbing,Full record (2001-25),77,596.8634598295807,1000,1000
California,absorbing,Full record (2001-25),78,599.7144721563237,1000,1000
California,absorbing,Full record (2001-25),79,602.4863973849531,1000,1000
California,absorbing,Full record (2001-25),80,605.0413784507377,1000,1000
California,absorbing,Full record (2001-25),81,607.3657447545414,1000,1000
California,absorbing,Full record (2001-25),82,609.6049494414665,1000,1000
California,absorbing,Full record (2001-25),83,612.3747014146829,1000,1000
California,absorbing,Full record (2001-25),84,614.5203664309371,1000,1000
California,absorbing,Full record (2001-25),85,616.1792288449033,1000,1000
California,absorbing,Full record (2001-25),86,618.3785298438809,1000,1000
California,absorbing,Full record (2001-25),87,620.2933693093996,1000,1000
California,absorbing,Full record (2001-25),88,621.7726360883017,1000,1000
California,absorbing,Full record (2001-25),89,624.060186937196,1000,1000
California,absorbing,Full record (2001-25),90,626.2650684989156,1000,1000
California,absorbing,Full record (2001-25),91,628.5709331818258,1000,1000
California,absorbing,Full record (2001-25),92,630.8725123443018,1000,1000
California,absorbing,Full record (2001-25),93,633.0040053620378,1000,1000
California,absorbing,Full record (2001-25),94,634.8083775415505,1000,1000
California,absorbing,Full record (2001-25),95,636.8842748222626,1000,1000
California,absorbing,Full record (2001-25),96,638.8860422851039,1000,1000
California,absorbing,Full record (2001-25),97,640.6298654163777,1000,1000
California,absorbing,Full record (2001-25),98,643.0605163264133,1000,1000
California,absorbing,Full record (2001-25),99,645.1054305654588,1000,1000
California,absorbing,Full record (2001-25),100,647.0204558042763,1000,1000
California,absorbing,Full record (2001-25),101,648.8396380812288,1000,1000
California,absorbing,Full record (2001-25),102,649.9605009366869,1000,1000
California,absorbing,Full record (2001-25),103,651.835279543501,1000,1000
California,absorbing,Full record (2001-25),104,653.1073134342384,1000,1000
California,absorbing,Full record (2001-25),105,654.587368445243,1000,1000
California,absorbing,Full record (2001-25),106,656.4325975373747,1000,1000
California,absorbing,Full record (2001-25),107,658.241456136436,1000,1000
California,absorbing,Full record (2001-25),108,659.6176141692346,1000,1000
California,absorbing,Full record (2001-25),109,661.2956231518475,1000,1000
California,absorbing,Full record (2001-25),110,662.9537811725654,1000,1000
California,absorbing,Full record (2001-25),111,664.573717854666,1000,1000
California,absorbing,Full record (2001-25),112,665.9904989982481,1000,1000
California,absorbing,Full record (2001-25),113,667.1514191094469,1000,1000
California,absorbing,Full record (2001-25),114,668.9508965149448,1000,1000
California,absorbing,Full record (2001-25),115,670.380905069529,1000,1000
California,absorbing,Full record (2001-25),116,671.8097177449497,1000,1000
California,absorbing,Full record (2001-25),117,672.7188963651985,1000,1000
California,absorbing,Full record (2001-25),118,673.9499471502945,1000,1000
California,absorbing,Full record (2001-25),119,676.0427671871721,1000,1000
California,absorbing,Full record (2001-25),120,677.4039067286711,1000,1000
California,absorbing,Full record (2001-25),121,679.123691602476,1000,1000
California,absorbing,Full record (2001-25),122,680.57873633542,1000,1000
California,absorbing,Full record (2001-25),123,681.7903150309289,1000,1000
California,absorbing,Full record (2001-25),124,683.0776185676174,1000,1000
California,absorbing,Full record (2001-25),125,684.4106079326382,1000,1000
California,absorbing,Full record (2001-25),126,685.86089743909,1000,1000
California,absorbing,Full record (2001-25),127,687.4493682430067,1000,1000
California,absorbing,Full record (2001-25),128,688.4517068303735,1000,1000
California,absorbing,Full record (2001-25),129,689.5625017054709,1000,1000
California,absorbing,Full record (2001-25),130,690.8142948533693,1000,1000
California,absorbing,Full record (2001-25),131,692.0301261263251,1000,1000
California,absorbing,Full record (2001-25),132,693.6282705224588,1000,1000
California,absorbing,Full record (2001-25),133,694.9528055320515,1000,1000
California,absorbing,Full record (2001-25),134,696.3004825761934,1000,1000
California,absorbing,Full record (2001-25),135,697.5579477014991,1000,1000
California,absorbing,Full record (2001-25),136,698.9323550748052,1000,1000
California,absorbing,Full record (2001-25),137,700.1194279370576,1000,1000
California,absorbing,Full record (2001-25),138,701.4941265295909,1000,1000
California,absorbing,Full record (2001-25),139,702.3502047633841,1000,1000
California,absorbing,Full record (2001-25),140,703.5043494955152,1000,1000
California,absorbing,Full record (2001-25),141,704.6965510454717,1000,1000
California,absorbing,Full record (2001-25),142,705.6166060788232,1000,1000
California,absorbing,Full record (2001-25),143,707.1775404523639,1000,1000
California,absorbing,Full record (2001-25),144,708.2398353715364,1000,1000
California,absorbing,Full record (2001-25),145,709.2325820824349,1000,1000
California,absorbing,Full record (2001-25),146,711.0286268548917,1000,1000
California,absorbing,Full record (2001-25),147,712.2664964917188,1000,1000
California,absorbing,Full record (2001-25),148,713.5516041130824,1000,1000
California,absorbing,Full record (2001-25),149,715.0144942928523,1000,1000
California,absorbing,Full record (2001-25),150,716.194234958295,1000,1000
California,absorbing,Full record (2001-25),151,717.32952864225,1000,1000
California,absorbing,Full record (2001-25),152,718.1858998852002,1000,1000
California,absorbing,Full record (2001-25),153,719.7552043926922,1000,1000
California,absorbing,Full record (2001-25),154,720.791427019024,1000,1000
California,absorbing,Full record (2001-25),155,721.7009989344818,1000,1000
California,absorbing,Full record (2001-25),156,723.7445518021299,1000,1000
California,absorbing,Full record (2001-25),157,725.3142808067793,1000,1000
California,absorbing,Full record (2001-25),158,726.4294480390889,1000,1000
California,absorbing,Full record (2001-25),159,727.1072099738731,1000,1000
California,absorbing,Full record (2001-25),160,728.5798744677918,1000,1000
California,absorbing,Full record (2001-25),161,729.3374071334626,1000,1000
California,absorbing,Full record (2001-25),162,730.4179784061599,1000,1000
California,absorbing,Full record (2001-25),163,731.7459534444861,1000,1000
California,absorbing,Full record (2001-25),164,732.7477432978521,1000,1000
California,absorbing,Full record (2001-25),165,733.880147386619,1000,1000
California,absorbing,Full record (2001-25),166,734.9789751348997,1000,1000
California,absorbing,Full record (2001-25),167,736.538426699182,1000,1000
California,absorbing,Full record (2001-25),168,737.5698158362263,1000,1000
California,absorbing,Full record (2001-25),169,738.5379997036066,1000,1000
California,absorbing,Full record (2001-25),170,739.2722425321227,1000,1000
California,absorbing,Full record (2001-25),171,740.2621507804347,1000,1000
California,absorbing,Full record (2001-25),172,741.4662839718101,1000,1000
California,absorbing,Full record (2001-25),173,742.5662282380719,1000,1000
California,absorbing,Full record (2001-25),174,743.647539025523,1000,1000
California,absorbing,Full record (2001-25),175,744.4103343950518,1000,1000
California,absorbing,Full record (2001-25),176,745.3878504870804,1000,1000
California,absorbing,Full record (2001-25),177,747.1618036735169,1000,1000
California,absorbing,Full record (2001-25),178,747.9544452078453,1000,1000
California,absorbing,Full record (2001-25),179,748.9713699546458,1000,1000
California,absorbing,Full record (2001-25),180,750.1397262366968,1000,1000
California,absorbing,Full record (2001-25),181,750.5467278933471,1000,1000
California,absorbing,Full record (2001-25),182,751.3727595634188,1000,1000
California,absorbing,Full record (2001-25),183,753.0501276453134,1000,1000
California,absorbing,Full record (2001-25),184,754.226273185295,1000,1000
California,absorbing,Full record (2001-25),185,755.2855318738112,1000,1000
California,absorbing,Full record (2001-25),186,756.1451070838135,1000,1000
California,absorbing,Full record (2001-25),187,757.6834337398659,1000,1000
California,absorbing,Full record (2001-25),188,758.67400752,1000,1000
California,absorbing,Full record (2001-25),189,759.7607768923838,1000,1000
California,absorbing,Full record (2001-25),190,760.5048415650806,1000,1000
California,absorbing,Full record (2001-25),191,761.67874530974,1000,1000
California,absorbing,Full record (2001-25),192,762.681852342827,1000,1000
California,absorbing,Full record (2001-25),193,763.6763430932333,1000,1000
California,absorbing,Full record (2001-25),194,764.5980349997798,1000,1000
California,absorbing,Full record (2001-25),195,765.7083384895363,1000,1000
California,absorbing,Full record (2001-25),196,766.7082708399824,1000,1000
California,absorbing,Full record (2001-25),197,767.4504553932095,1000,1000
California,absorbing,Full record (2001-25),198,768.4785303282858,1000,1000
California,absorbing,Full record (2001-25),199,769.5575102353317,1000,1000
California,absorbing,Full record (2001-25),200,770.7331008058806,1000,1000
Mato Grosso,fire only,Full record (2001-25),0,0,0,0
Mato Grosso,fire only,Full record (2001-25),1,18.197240128971774,37.76020527754342,46.10602292687383
Mato Grosso,fire only,Full record (2001-25),2,35.66927167961104,63.4089036869836,75.3879890448922
Mato Grosso,fire only,Full record (2001-25),3,52.32147861491735,85.56428244206204,99.76753566870295
Mato Grosso,fire only,Full record (2001-25),4,68.12734479878459,104.76073583022828,120.22861882641992
Mato Grosso,fire only,Full record (2001-25),5,83.74715983226658,123.11653570976819,139.12491156047315
Mato Grosso,fire only,Full record (2001-25),6,98.78449502184702,141.09818536272547,157.236666599104
Mato Grosso,fire only,Full record (2001-25),7,112.86539369202767,155.89484117747077,175.79106338238705
Mato Grosso,fire only,Full record (2001-25),8,126.45708566099655,171.219447500387,191.03707479486383
Mato Grosso,fire only,Full record (2001-25),9,139.54046523967307,185.81380889515412,207.3197531914697
Mato Grosso,fire only,Full record (2001-25),10,152.0078979427342,200.11421572632887,221.09472444374276
Mato Grosso,fire only,Full record (2001-25),11,163.63823708211197,212.04747126389194,235.1105405382826
Mato Grosso,fire only,Full record (2001-25),12,174.8335433375393,224.40087339788494,244.33837041241065
Mato Grosso,fire only,Full record (2001-25),13,185.43615548086817,236.03487430880412,256.82707468104564
Mato Grosso,fire only,Full record (2001-25),14,196.01237247366606,245.32093413292137,267.2713244994131
Mato Grosso,fire only,Full record (2001-25),15,205.71433145927887,255.3405655954596,276.7141723975314
Mato Grosso,fire only,Full record (2001-25),16,215.53264148382402,265.9390169443325,285.7047744107761
Mato Grosso,fire only,Full record (2001-25),17,224.55576958614043,275.0061762846664,295.8647389250432
Mato Grosso,fire only,Full record (2001-25),18,233.23278974729234,283.7900764307184,301.99291046361043
Mato Grosso,fire only,Full record (2001-25),19,241.5183626876943,291.7838538641542,312.8338618092572
Mato Grosso,fire only,Full record (2001-25),20,249.3346376801406,298.54161582237765,320.7404818228776
Mato Grosso,fire only,Full record (2001-25),21,256.97036333692614,307.00466037946177,326.838511853088
Mato Grosso,fire only,Full record (2001-25),22,264.22046610995017,314.54114556576513,336.8106602464834
Mato Grosso,fire only,Full record (2001-25),23,271.3563879504698,320.6625469123775,343.2565889944684
Mato Grosso,fire only,Full record (2001-25),24,278.1939845834173,327.54760286148945,349.9578504952654
Mato Grosso,fire only,Full record (2001-25),25,284.4201031654369,333.8995534701183,355.4156858366176
Mato Grosso,fire only,Full record (2001-25),26,290.51333370421145,339.5114312888307,359.52968429048997
Mato Grosso,fire only,Full record (2001-25),27,296.4701630290989,344.7681218595593,364.7288879257401
Mato Grosso,fire only,Full record (2001-25),28,302.35816163917013,350.2240504371937,372.5396548288449
Mato Grosso,fire only,Full record (2001-25),29,307.77623457249985,356.75437527062917,378.64060751149174
Mato Grosso,fire only,Full record (2001-25),30,313.0455506364128,361.43532743699683,383.08890406077126
Mato Grosso,fire only,Full record (2001-25),31,318.4057285952962,367.8751071258272,388.8705293776271
Mato Grosso,fire only,Full record (2001-25),32,323.328645370558,371.7706901679359,391.3316066505748
Mato Grosso,fire only,Full record (2001-25),33,328.0737255608862,376.1999388903826,395.64545202304083
Mato Grosso,fire only,Full record (2001-25),34,332.41463059210776,380.76767096758806,398.7571360306127
Mato Grosso,fire only,Full record (2001-25),35,336.87274159876694,384.53384335045683,404.80504525012
Mato Grosso,fire only,Full record (2001-25),36,341.0619126990001,389.17003990688517,408.1122593739714
Mato Grosso,fire only,Full record (2001-25),37,344.96824045191215,393.3812189143035,412.6277206429646
Mato Grosso,fire only,Full record (2001-25),38,348.95121899807833,395.9216568122332,416.43585034460443
Mato Grosso,fire only,Full record (2001-25),39,352.69569844769086,400.9705229029771,418.357516160966
Mato Grosso,fire only,Full record (2001-25),40,356.4342481227527,403.3887397869892,421.800203393861
Mato Grosso,fire only,Full record (2001-25),41,360.0435105382295,407.3920613145236,424.51168875098244
Mato Grosso,fire only,Full record (2001-25),42,363.4411789395092,410.07822293271477,428.74769283791704
Mato Grosso,fire only,Full record (2001-25),43,366.6679245843989,412.4382597851486,431.6253707304325
Mato Grosso,fire only,Full record (2001-25),44,369.86695095718625,416.09025849909136,435.4513433098841
Mato Grosso,fire only,Full record (2001-25),45,372.88936030388385,418.4903875784614,438.1729021106728
Mato Grosso,fire only,Full record (2001-25),46,375.88138961566773,420.908188360604,441.1809337176549
Mato Grosso,fire only,Full record (2001-25),47,378.70370611355514,423.8335882190124,443.3773529729714
Mato Grosso,fire only,Full record (2001-25),48,381.4563449374192,426.4379315716636,446.77790896374034
Mato Grosso,fire only,Full record (2001-25),49,383.8612634242267,429.82284001046503,450.516938390618
