"time_horizon","mean_car","car_95","cvar_95","multiplier","label","regrowth_pct"
84,0.653303407500291,0.74157262917995,0.760362402883133,0.5,"0.5x baseline",1
85,0.655524879255118,0.74443330546495,0.762189944726016,0.5,"0.5x baseline",1
86,0.657891487601918,0.745925314486718,0.763970321191197,0.5,"0.5x baseline",1
87,0.659915691447134,0.747290892347724,0.76526894762167,0.5,"0.5x baseline",1
88,0.662227753951647,0.749315144820973,0.76601790773555,0.5,"0.5x baseline",1
89,0.664148978633014,0.751706918977736,0.768889457533117,0.5,"0.5x baseline",1
90,0.66626381970585,0.753655886056708,0.771589032948331,0.5,"0.5x baseline",1
91,0.668007121984149,0.75377272506613,0.772071749359942,0.5,"0.5x baseline",1
92,0.670071477132445,0.756248460440064,0.773462971903378,0.5,"0.5x baseline",1
93,0.671839441495363,0.757028861190979,0.774005850689796,0.5,"0.5x baseline",1
94,0.674095017398184,0.75924247531987,0.77624598480786,0.5,"0.5x baseline",1
95,0.67591765453198,0.759838048256015,0.777290400401568,0.5,"0.5x baseline",1
96,0.677781015346844,0.760051461662753,0.779272091970525,0.5,"0.5x baseline",1
97,0.679665628120149,0.760872158748371,0.781002031852068,0.5,"0.5x baseline",1
98,0.681449545390248,0.762533535666677,0.782137095282137,0.5,"0.5x baseline",1
99,0.683131856751515,0.76396642192886,0.782641989183069,0.5,"0.5x baseline",1
100,0.684811679579393,0.765230140542768,0.782988804979952,0.5,"0.5x baseline",1
101,0.686445611344468,0.76753589858048,0.784233419221518,0.5,"0.5x baseline",1
102,0.688553975000951,0.77009445171867,0.787339020374048,0.5,"0.5x baseline",1
103,0.690265843909158,0.771587224621404,0.78879096708845,0.5,"0.5x baseline",1
104,0.691737611668443,0.772697932001788,0.789902653371714,0.5,"0.5x baseline",1
105,0.693179917507578,0.772624734451787,0.789977376094522,0.5,"0.5x baseline",1
106,0.694799676979853,0.774371381027971,0.790837219589514,0.5,"0.5x baseline",1
107,0.695922154423048,0.775410519056498,0.792249351664284,0.5,"0.5x baseline",1
108,0.697278576837341,0.776221538463749,0.793125210856829,0.5,"0.5x baseline",1
109,0.698811140809727,0.777679459268908,0.793850408223821,0.5,"0.5x baseline",1
110,0.700226056905274,0.777482057314051,0.793828232208434,0.5,"0.5x baseline",1
111,0.701866764394666,0.778304753951014,0.795447181170321,0.5,"0.5x baseline",1
112,0.703235643552674,0.779761290745796,0.796903877936606,0.5,"0.5x baseline",1
113,0.704563194748913,0.782215166981226,0.798259632870526,0.5,"0.5x baseline",1
114,0.706104205649662,0.783241259079524,0.799845518383543,0.5,"0.5x baseline",1
115,0.707065987031438,0.783447122148466,0.800754070324961,0.5,"0.5x baseline",1
116,0.708143788488143,0.78472808174967,0.802225794412355,0.5,"0.5x baseline",1
117,0.709350654307078,0.784888417507766,0.802383497803958,0.5,"0.5x baseline",1
